,년도,팀명,선수명,선수id,WAR,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA
1816,2021,SSG,최지훈,/player/detail/1757,1.58,136,534,461,121,5,75,46,51,71,26,0.297,0.262,0.342,0.362,0.704,0.328
1817,2021,두산,김인태,/player/detail/681,1.58,133,418,344,89,8,51,46,62,68,0,0.298,0.259,0.373,0.378,0.751,0.354
1818,2021,SSG,이재원,/player/detail/554,1.53,107,313,271,76,3,29,30,29,47,0,0.327,0.280,0.358,0.362,0.720,0.332
1819,2021,NC,이명기,/player/detail/575,1.51,56,232,191,56,2,30,14,37,27,6,0.333,0.293,0.410,0.387,0.797,0.380
1820,2021,NC,박석민,/player/detail/461,1.48,59,205,171,44,10,27,41,27,43,0,0.283,0.257,0.361,0.480,0.841,0.375
1821,2021,NC,권희동,/player/detail/395,1.46,55,171,133,35,8,25,26,29,24,2,0.260,0.263,0.406,0.466,0.872,0.397
1822,2021,Hero,서건창,/player/detail/227,1.42,76,333,278,72,4,45,28,45,44,6,0.292,0.259,0.370,0.353,0.723,0.343
1823,2021,KT,심우준,/player/detail/1288,1.41,139,460,407,109,6,61,48,32,65,16,0.301,0.268,0.323,0.371,0.694,0.317
1824,2021,KT,김병희,/player/detail/1284,1.31,34,70,52,15,5,16,13,13,15,3,0.313,0.288,0.456,0.635,1.091,0.477
1825,2021,Hero,송우현,/player/detail/1813,1.23,69,282,250,74,3,34,42,28,49,1,0.357,0.296,0.370,0.416,0.786,0.360
1826,2021,KIA,류지혁,/player/detail/704,1.17,92,327,273,76,2,37,34,42,46,0,0.325,0.278,0.385,0.330,0.715,0.345
1827,2021,두산,허경민,/player/detail/664,1.14,136,518,468,130,5,61,59,36,35,5,0.290,0.278,0.338,0.365,0.703,0.325
1828,2021,SSG,로맥,/player/detail/1501,1.12,107,421,355,80,20,55,52,59,82,1,0.234,0.225,0.340,0.425,0.765,0.348
1829,2021,KT,김민혁,/player/detail/1291,1.06,75,199,172,55,1,22,13,20,26,6,0.372,0.320,0.397,0.395,0.792,0.371
1830,2021,롯데,지시완,/player/detail/1311,1.05,73,187,166,40,7,23,26,14,54,0,0.314,0.241,0.319,0.422,0.741,0.335
1831,2021,롯데,안중열,/player/detail/1283,1.04,58,157,125,29,3,19,16,27,25,0,0.265,0.232,0.370,0.344,0.714,0.345
1832,2021,롯데,이대호,/player/detail/1148,1.02,114,465,420,120,19,39,81,34,49,0,0.282,0.286,0.342,0.448,0.790,0.350
1833,2021,Hero,김웅빈,/player/detail/1376,1.02,97,279,232,56,6,24,35,34,73,1,0.323,0.241,0.357,0.384,0.741,0.344
1834,2021,두산,조수행,/player/detail/1394,1.01,115,104,84,24,1,34,8,16,26,21,0.404,0.286,0.417,0.369,0.786,0.380
1835,2021,삼성,이원석,/player/detail/659,1.01,131,480,399,92,9,40,59,60,80,1,0.261,0.231,0.341,0.346,0.687,0.324
1836,2021,KIA,박찬호,/player/detail/897,0.92,131,483,418,103,1,51,59,54,73,9,0.294,0.246,0.331,0.313,0.644,0.307
1837,2021,NC,박민우,/player/detail/830,0.87,50,215,180,47,1,30,18,22,23,12,0.291,0.261,0.360,0.339,0.699,0.334
1838,2021,SSG,김강민,/player/detail/571,0.81,122,260,223,53,8,43,27,25,52,3,0.271,0.238,0.327,0.408,0.735,0.332
1839,2021,두산,장승현,/player/detail/680,0.74,92,211,177,41,2,18,27,19,50,0,0.310,0.232,0.332,0.322,0.654,0.313
1840,2021,두산,정수빈,/player/detail/669,0.72,104,351,313,81,3,50,37,29,50,12,0.299,0.259,0.327,0.374,0.701,0.321
1841,2021,NC,김태군,/player/detail/818,0.72,102,276,232,51,7,23,24,21,30,0,0.222,0.220,0.311,0.341,0.652,0.305
1842,2021,KIA,김민식,/player/detail/614,0.71,100,301,250,55,3,30,26,41,49,0,0.259,0.220,0.336,0.288,0.624,0.305
1843,2021,KT,허도환,/player/detail/212,0.70,62,125,105,29,2,8,21,8,28,0,0.360,0.276,0.339,0.390,0.729,0.335
1844,2021,삼성,김지찬,/player/detail/1754,0.70,120,336,296,81,1,50,26,27,31,23,0.300,0.274,0.331,0.304,0.635,0.302
1845,2021,KT,오윤석,/player/detail/1339,0.67,64,122,95,24,2,14,12,20,26,2,0.328,0.253,0.393,0.358,0.751,0.364
1846,2021,KT,권동진,/player/detail/1886,0.66,86,86,67,17,1,21,6,18,30,3,0.444,0.254,0.412,0.373,0.785,0.380
1847,2021,삼성,김헌곤,/player/detail/478,0.63,118,364,317,89,4,38,27,34,46,5,0.313,0.281,0.355,0.356,0.711,0.333
1848,2021,롯데,김재유,/player/detail/1337,0.60,87,192,174,50,1,27,18,10,36,7,0.358,0.287,0.340,0.351,0.691,0.322
1849,2021,NC,김주원,/player/detail/1923,0.60,69,189,166,40,5,20,16,17,57,6,0.330,0.241,0.316,0.386,0.702,0.319
1850,2021,롯데,추재현,/player/detail/1669,0.58,95,300,262,66,5,37,26,26,57,4,0.305,0.252,0.336,0.366,0.702,0.328
1851,2021,Hero,박병호,/player/detail/221,0.55,118,477,409,93,20,48,76,47,141,0,0.286,0.227,0.323,0.430,0.753,0.336
1852,2021,SSG,이현석,/player/detail/1326,0.54,39,89,79,21,4,7,19,5,29,0,0.354,0.266,0.302,0.481,0.783,0.338
1853,2021,KIA,한승택,/player/detail/58,0.54,82,239,203,44,3,17,16,28,61,0,0.295,0.217,0.321,0.296,0.617,0.299
1854,2021,Hero,송성문,/player/detail/1338,0.53,66,274,245,61,6,30,33,25,42,0,0.278,0.249,0.320,0.371,0.691,0.318
1855,2021,한화,이성곤,/player/detail/884,0.51,60,206,172,46,1,17,24,29,52,0,0.375,0.267,0.380,0.378,0.758,0.358
1856,2021,SSG,이흥련,/player/detail/483,0.51,90,146,127,30,3,15,14,12,31,0,0.290,0.236,0.326,0.331,0.657,0.312
1857,2021,LG,문보경,/player/detail/1894,0.51,107,329,278,64,8,37,39,46,64,3,0.269,0.230,0.337,0.363,0.700,0.327
1858,2021,삼성,김민수,/player/detail/871,0.50,47,87,76,20,3,9,13,6,13,0,0.274,0.263,0.318,0.447,0.765,0.337
1859,2021,LG,서건창,/player/detail/227,0.44,68,267,235,58,2,33,25,24,34,6,0.280,0.247,0.323,0.332,0.655,0.308
1860,2021,LG,이형종,/player/detail/1212,0.44,90,281,239,52,10,32,34,34,65,3,0.256,0.218,0.332,0.389,0.721,0.334
1861,2021,롯데,김준태,/player/detail/765,0.44,47,131,111,23,4,17,15,17,35,0,0.257,0.207,0.313,0.360,0.673,0.313
1862,2021,KT,알몬테,/player/detail/1869,0.43,60,250,225,61,7,18,36,22,50,1,0.318,0.271,0.336,0.404,0.740,0.337
1863,2021,두산,최용제,/player/detail/1415,0.39,78,119,104,29,0,7,15,11,21,0,0.345,0.279,0.356,0.308,0.664,0.320
1864,2021,Hero,김주형,/player/detail/1705,0.38,36,70,50,9,0,5,5,4,15,1,0.257,0.180,0.388,0.240,0.628,0.338
1865,2021,NC,김찬형,/player/detail/1522,0.35,17,26,22,8,0,2,1,2,5,0,0.471,0.364,0.440,0.409,0.849,0.401
1866,2021,두산,강승호,/player/detail/333,0.35,113,340,301,72,7,47,37,22,78,8,0.297,0.239,0.301,0.375,0.676,0.306
1867,2021,두산,안재석,/player/detail/1873,0.34,96,224,200,51,2,28,14,16,53,1,0.329,0.255,0.317,0.345,0.662,0.306
1868,2021,Hero,이지영,/player/detail/454,0.32,108,258,233,64,0,29,31,19,17,3,0.292,0.275,0.328,0.305,0.633,0.296
1869,2021,KT,호잉,/player/detail/1563,0.32,68,294,259,62,11,32,52,26,52,5,0.254,0.239,0.313,0.417,0.730,0.324
1870,2021,롯데,신용수,/player/detail/1690,0.31,71,136,119,31,1,23,6,11,20,3,0.303,0.261,0.336,0.361,0.697,0.324
1871,2021,LG,김민성,/player/detail/226,0.31,121,426,360,80,8,35,39,42,73,3,0.254,0.222,0.313,0.350,0.663,0.307
1872,2021,NC,최정원,/player/detail/1760,0.30,72,238,212,60,0,40,8,18,40,9,0.349,0.283,0.350,0.321,0.671,0.320
1873,2021,SSG,오태곤,/player/detail/793,0.30,122,253,235,63,9,47,35,14,52,9,0.309,0.268,0.313,0.426,0.739,0.330
1874,2021,SSG,이정범,/player/detail/1951,0.30,19,66,59,15,3,8,9,7,15,0,0.293,0.254,0.333,0.475,0.808,0.359
1875,2021,KIA,터커,/player/detail/1691,0.30,127,539,468,111,9,42,59,61,66,0,0.258,0.237,0.334,0.350,0.684,0.322
1876,2021,KT,송민섭,/player/detail/1294,0.30,122,65,48,11,0,39,7,12,22,15,0.423,0.229,0.383,0.229,0.612,0.323
1877,2021,삼성,김성표,/player/detail/484,0.26,39,24,18,6,0,10,1,5,7,2,0.545,0.333,0.478,0.333,0.811,0.408
1878,2021,NC,윤형준,/player/detail/392,0.26,51,81,74,22,5,10,10,3,17,0,0.321,0.297,0.321,0.500,0.821,0.356
1879,2021,LG,정주현,/player/detail/317,0.24,73,214,181,43,3,26,10,24,32,3,0.272,0.238,0.325,0.337,0.662,0.312
1880,2021,LG,한석현,/player/detail/1776,0.22,16,26,21,6,0,5,1,3,7,2,0.400,0.286,0.385,0.476,0.861,0.382
1881,2021,한화,페레즈,/player/detail/1937,0.22,59,252,224,60,5,26,33,17,52,4,0.316,0.268,0.321,0.411,0.732,0.327
1882,2021,한화,노수광,/player/detail/79,0.22,52,180,160,37,3,21,14,17,46,13,0.306,0.231,0.309,0.331,0.640,0.300
1883,2021,KIA,이진영,/player/detail/1420,0.22,17,47,40,8,2,8,5,3,22,1,0.375,0.200,0.319,0.450,0.769,0.345
1884,2021,삼성,최영진,/player/detail/319,0.21,44,63,57,16,1,9,6,5,12,1,0.341,0.281,0.349,0.386,0.735,0.339
1885,2021,KIA,김호령,/player/detail/1332,0.21,62,154,130,27,4,16,15,16,44,4,0.280,0.208,0.322,0.315,0.637,0.308
1886,2021,KIA,이정훈,/player/detail/1492,0.20,41,151,129,32,2,14,14,19,33,0,0.319,0.248,0.358,0.341,0.699,0.335
1887,2021,LG,라모스,/player/detail/1743,0.20,51,205,185,45,8,14,25,18,43,0,0.276,0.243,0.317,0.422,0.739,0.333
1888,2021,KIA,최형우,/player/detail/471,0.19,104,446,373,87,12,52,55,67,67,0,0.253,0.233,0.354,0.375,0.729,0.334
1889,2021,KIA,유민상,/player/detail/705,0.17,24,74,60,14,1,7,6,8,18,0,0.317,0.233,0.378,0.317,0.695,0.345
1890,2021,NC,정현,/player/detail/486,0.16,56,120,96,22,0,9,7,14,20,0,0.289,0.229,0.351,0.281,0.632,0.315
1891,2021,SSG,정현,/player/detail/486,0.16,12,29,21,4,0,5,0,3,4,0,0.235,0.190,0.370,0.286,0.656,0.335
1892,2021,롯데,손성빈,/player/detail/1927,0.15,20,22,19,6,0,4,0,3,6,0,0.462,0.316,0.409,0.316,0.725,0.356
1893,2021,삼성,강한울,/player/detail/891,0.15,124,258,223,58,0,25,27,29,58,2,0.345,0.260,0.341,0.283,0.624,0.304
1894,2021,SSG,남태혁,/player/detail/1448,0.14,12,22,20,6,1,2,4,1,7,0,0.417,0.300,0.364,0.500,0.864,0.385
1895,2021,LG,이재원,/player/detail/1802,0.14,62,171,154,38,5,22,17,14,48,5,0.324,0.247,0.316,0.383,0.699,0.319
1896,2021,KT,신본기,/player/detail/754,0.14,96,206,174,41,1,25,19,22,45,1,0.310,0.236,0.333,0.299,0.632,0.307
1897,2021,NC,정범모,/player/detail/23,0.13,19,23,19,4,1,2,5,2,4,0,0.214,0.211,0.318,0.421,0.739,0.336
1898,2021,두산,박지훈,/player/detail/1796,0.12,34,14,12,4,0,6,2,1,3,3,0.444,0.333,0.429,0.417,0.846,0.399
1899,2021,SSG,최항,/player/detail/595,0.12,34,79,69,19,0,5,7,6,16,1,0.352,0.275,0.346,0.333,0.679,0.315
1900,2021,NC,박준영,/player/detail/1797,0.12,111,315,273,57,8,37,31,27,92,4,0.280,0.209,0.301,0.337,0.638,0.299
1901,2021,NC,전민수,/player/detail/239,0.11,71,109,98,25,3,12,16,11,23,0,0.306,0.255,0.330,0.378,0.708,0.323
1902,2021,롯데,김민수,/player/detail/1491,0.11,82,224,199,48,3,19,25,18,62,0,0.333,0.241,0.312,0.352,0.664,0.307
1903,2021,KT,천성호,/player/detail/1780,0.10,41,47,42,12,0,13,4,3,9,1,0.364,0.286,0.362,0.310,0.672,0.325
1904,2021,Hero,전병우,/player/detail/86,0.10,115,261,214,40,6,35,31,33,84,3,0.272,0.187,0.319,0.308,0.627,0.305
1905,2021,롯데,이병규,/player/detail/328,0.09,29,43,34,8,0,4,4,8,14,0,0.400,0.235,0.395,0.235,0.630,0.333
1906,2021,Hero,박준태,/player/detail/896,0.09,27,58,46,9,0,10,4,10,16,1,0.300,0.196,0.362,0.261,0.623,0.321
1907,2021,KIA,최정민,/player/detail/618,0.08,39,19,15,5,0,5,1,3,7,2,0.625,0.333,0.474,0.333,0.807,0.406
1908,2021,LG,김용의,/player/detail/314,0.07,102,42,27,4,0,19,2,10,5,6,0.174,0.148,0.368,0.222,0.590,0.318
1909,2021,LG,김주성,/player/detail/1542,0.06,3,7,6,1,1,1,1,1,3,0,0.000,0.167,0.286,0.667,0.953,0.391
1910,2021,KT,박승욱,/player/detail/568,0.05,8,6,6,2,0,5,0,0,1,1,0.400,0.333,0.333,0.500,0.833,0.363
1911,2021,롯데,오윤석,/player/detail/1339,0.04,33,76,69,16,2,9,5,7,21,2,0.304,0.232,0.303,0.420,0.723,0.318
1912,2021,두산,신성현,/player/detail/1344,0.04,11,15,11,2,0,3,0,3,6,0,0.400,0.182,0.400,0.182,0.582,0.330
1913,2021,한화,최인호,/player/detail/1785,0.03,49,164,136,28,4,17,23,24,43,2,0.264,0.206,0.329,0.338,0.667,0.318
1914,2021,롯데,정보근,/player/detail/1731,0.02,11,20,18,5,0,0,0,2,2,0,0.313,0.278,0.350,0.278,0.628,0.307
1915,2021,SSG,김찬형,/player/detail/1522,0.02,71,135,110,22,2,18,6,14,27,0,0.247,0.200,0.307,0.309,0.616,0.296
1916,2021,KIA,백용환,/player/detail/120,0.02,3,7,5,0,0,0,0,2,2,0,0.000,0.000,0.286,0.000,0.286,0.221
1917,2021,롯데,장두성,/player/detail/1896,0.01,43,41,36,8,0,12,4,5,12,4,0.333,0.222,0.317,0.333,0.650,0.306
1918,2021,KT,김준태,/player/detail/765,0.01,11,18,17,2,0,0,0,1,5,0,0.167,0.118,0.167,0.118,0.285,0.145
1919,2021,LG,이상호,/player/detail/390,-0.01,45,68,65,20,0,5,12,1,10,2,0.364,0.308,0.318,0.338,0.656,0.300
1920,2021,Hero,김은성,/player/detail/1692,-0.01,6,18,18,5,0,1,2,0,6,0,0.417,0.278,0.278,0.444,0.722,0.312
1921,2021,KIA,김태진,/player/detail/932,-0.01,99,414,381,105,1,43,36,23,64,8,0.325,0.276,0.314,0.341,0.655,0.299
1922,2021,KIA,김석환,/player/detail/1603,-0.01,5,20,19,5,1,1,3,0,7,0,0.364,0.263,0.300,0.421,0.721,0.321
1923,2021,SSG,안상현,/player/detail/1618,-0.01,37,40,39,10,1,9,4,1,15,3,0.391,0.256,0.275,0.385,0.660,0.292
1924,2021,Hero,김재현,/player/detail/217,-0.01,39,51,46,10,0,2,8,3,12,0,0.294,0.217,0.265,0.370,0.635,0.284
1925,2021,KT,박경수,/player/detail/370,-0.01,118,280,239,46,9,24,33,34,76,0,0.240,0.192,0.301,0.347,0.648,0.300
1926,2021,Hero,이명기,/player/detail/1926,-0.01,3,8,6,1,0,0,1,2,3,0,0.333,0.167,0.375,0.167,0.542,0.308
1927,2021,삼성,김상수,/player/detail/464,-0.02,132,496,429,101,3,46,42,52,51,4,0.259,0.235,0.320,0.301,0.621,0.297
1928,2021,한화,김민하,/player/detail/794,-0.03,46,142,115,24,1,14,17,17,36,6,0.288,0.209,0.345,0.287,0.632,0.314
1929,2021,KIA,강경학,/player/detail/870,-0.03,13,13,11,2,0,2,1,1,3,0,0.250,0.182,0.308,0.182,0.490,0.262
1930,2021,NC,김준완,/player/detail/419,-0.03,13,14,12,2,0,3,1,2,0,0,0.167,0.167,0.286,0.333,0.619,0.287
1931,2021,KT,고명성,/player/detail/1619,-0.03,7,1,1,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1932,2021,두산,서예일,/player/detail/1393,-0.03,5,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1933,2021,삼성,권정웅,/player/detail/1418,-0.03,2,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1934,2021,두산,황경태,/player/detail/1478,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1935,2021,롯데,나원탁,/player/detail/1494,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1936,2021,한화,박상언,/player/detail/1505,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1937,2021,LG,이정용,/player/detail/1815,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1938,2021,NC,박시원,/player/detail/1845,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1939,2021,SSG,서진용(타),/player/detail/1922,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1940,2021,NC,오장한,/player/detail/1948,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1941,2021,NC,오태양,/player/detail/1949,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1942,2021,롯데,최종은,/player/detail/1966,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1943,2021,두산,박성재,/player/detail/1968,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1944,2021,삼성,김현준,/player/detail/1952,-0.04,13,4,4,1,0,2,0,0,0,0,0.250,0.250,0.250,0.250,0.500,0.230
1945,2021,두산,권민석,/player/detail/1781,-0.04,33,15,14,3,0,8,1,1,7,0,0.429,0.214,0.267,0.357,0.624,0.281
1946,2021,롯데,배성근,/player/detail/1675,-0.04,78,109,93,19,1,21,9,14,36,1,0.321,0.204,0.308,0.280,0.588,0.287
1947,2021,한화,장규현,/player/detail/1955,-0.05,7,12,12,3,0,0,1,0,4,0,0.375,0.250,0.250,0.333,0.583,0.258
1948,2021,삼성,송준석,/player/detail/906,-0.05,19,55,51,12,2,5,4,3,13,0,0.278,0.235,0.291,0.392,0.683,0.307
1949,2021,NC,이재율,/player/detail/1396,-0.05,23,17,15,3,0,5,1,0,3,1,0.250,0.200,0.294,0.333,0.627,0.295
1950,2021,삼성,김응민,/player/detail/650,-0.05,1,2,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1951,2021,두산,전민재,/player/detail/1616,-0.06,9,5,4,1,0,1,1,0,2,0,0.333,0.250,0.200,0.250,0.450,0.184
1952,2021,KIA,오정환,/player/detail/1676,-0.06,9,18,17,4,0,1,2,1,9,0,0.500,0.235,0.278,0.294,0.572,0.266
1953,2021,SSG,유서준,/player/detail/945,-0.06,6,2,2,0,0,1,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1954,2021,LG,최민창,/player/detail/1539,-0.06,3,2,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1955,2021,삼성,이태훈,/player/detail/1942,-0.06,3,2,2,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1956,2021,NC,최우재,/player/detail/1965,-0.06,2,2,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1957,2021,Hero,크레익,/player/detail/1931,-0.07,61,247,222,55,6,25,30,20,43,0,0.282,0.248,0.320,0.383,0.703,0.320
1958,2021,Hero,김병휘,/player/detail/1805,-0.07,13,11,10,2,0,5,0,1,2,0,0.250,0.200,0.273,0.200,0.473,0.237
1959,2021,NC,최보성,/player/detail/1933,-0.08,10,14,12,3,0,0,1,0,5,0,0.429,0.250,0.308,0.250,0.558,0.273
1960,2021,롯데,이호연,/player/detail/1852,-0.08,7,11,9,2,0,0,1,1,1,0,0.222,0.222,0.273,0.222,0.495,0.237
1961,2021,Hero,이주형,/player/detail/1918,-0.08,5,11,10,1,1,1,3,1,7,0,0.000,0.100,0.182,0.400,0.582,0.249
1962,2021,SSG,정상호,/player/detail/552,-0.08,3,3,3,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
1963,2021,LG,이영빈,/player/detail/1902,-0.09,71,168,148,36,2,21,16,14,51,6,0.351,0.243,0.317,0.345,0.662,0.308
1964,2021,Hero,문찬종,/player/detail/1842,-0.09,13,17,14,2,0,0,1,3,4,0,0.200,0.143,0.294,0.143,0.437,0.245
1965,2021,두산,김민혁,/player/detail/1477,-0.09,6,8,6,0,0,0,0,2,2,0,0.000,0.000,0.250,0.000,0.250,0.194
1966,2021,두산,백동훈,/player/detail/768,-0.09,5,3,3,0,0,1,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
1967,2021,LG,장준원,/player/detail/912,-0.09,5,3,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1968,2021,삼성,백승민,/player/detail/1601,-0.09,4,3,3,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
1969,2021,두산,오명진,/player/detail/1800,-0.09,2,3,3,0,0,1,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1970,2021,롯데,김주현,/player/detail/1453,-0.10,8,17,16,4,0,1,0,1,6,0,0.400,0.250,0.294,0.250,0.544,0.262
1971,2021,SSG,오준혁,/player/detail/91,-0.10,26,50,46,10,2,7,5,4,15,0,0.276,0.217,0.280,0.391,0.671,0.301
1972,2021,삼성,박승규,/player/detail/1724,-0.10,59,78,66,12,3,13,5,9,9,1,0.167,0.182,0.299,0.333,0.632,0.299
1973,2021,LG,손호영,/player/detail/1763,-0.10,8,12,10,1,0,2,0,1,2,0,0.125,0.100,0.250,0.100,0.350,0.207
1974,2021,KT,김건형,/player/detail/1919,-0.11,11,39,33,7,0,4,0,6,6,1,0.259,0.212,0.333,0.242,0.575,0.280
1975,2021,KIA,박정우,/player/detail/1895,-0.11,32,61,48,9,0,3,4,10,8,0,0.225,0.188,0.350,0.208,0.558,0.299
1976,2021,KT,강민국,/player/detail/931,-0.12,18,50,45,11,0,2,4,3,6,0,0.282,0.244,0.292,0.289,0.581,0.273
1977,2021,Hero,김수환,/player/detail/1793,-0.12,13,44,41,9,2,5,5,2,17,0,0.304,0.220,0.250,0.415,0.665,0.286
1978,2021,LG,안익훈,/player/detail/1336,-0.12,47,16,14,2,0,4,1,0,2,0,0.167,0.143,0.250,0.214,0.464,0.235
1979,2021,KIA,권혁경,/player/detail/1930,-0.13,5,18,18,4,0,1,0,0,6,0,0.333,0.222,0.222,0.222,0.444,0.204
1980,2021,KIA,황윤호,/player/detail/422,-0.13,6,19,17,3,0,2,0,1,3,0,0.214,0.176,0.263,0.176,0.439,0.227
1981,2021,두산,안권수,/player/detail/1756,-0.15,87,47,42,10,0,17,4,3,3,3,0.256,0.238,0.289,0.286,0.575,0.270
1982,2021,NC,지석훈,/player/detail/220,-0.15,28,43,34,5,0,6,2,7,12,0,0.217,0.147,0.302,0.176,0.478,0.259
1983,2021,한화,강경학,/player/detail/870,-0.15,12,26,22,3,0,1,0,4,10,1,0.250,0.136,0.269,0.136,0.405,0.225
1984,2021,두산,국해성,/player/detail/674,-0.16,4,8,8,1,0,0,0,0,2,0,0.167,0.125,0.125,0.125,0.250,0.115
1985,2021,SSG,고명준,/player/detail/1874,-0.16,3,5,5,0,0,0,0,0,3,0,0.000,0.000,0.000,0.000,0.000,0.000
1986,2021,삼성,이학주,/player/detail/1648,-0.17,66,174,155,32,4,17,20,14,61,1,0.311,0.206,0.276,0.335,0.611,0.282
1987,2021,KIA,최정용,/player/detail/1377,-0.17,53,65,52,10,0,7,2,9,16,2,0.270,0.192,0.306,0.212,0.518,0.266
1988,2021,NC,모창민,/player/detail/827,-0.17,3,6,5,0,0,0,0,1,1,0,0.000,0.000,0.167,0.000,0.167,0.129
1989,2021,삼성,오선진,/player/detail/33,-0.18,23,46,42,9,0,5,2,3,8,0,0.265,0.214,0.283,0.214,0.497,0.247
1990,2021,롯데,민병헌,/player/detail/670,-0.18,14,49,42,8,0,5,2,6,11,0,0.258,0.190,0.292,0.262,0.554,0.271
1991,2021,두산,박세혁,/player/detail/649,-0.19,96,270,237,52,0,25,30,22,43,4,0.264,0.219,0.296,0.270,0.566,0.273
1992,2021,한화,조한민,/player/detail/1771,-0.19,52,145,127,25,5,15,18,13,57,3,0.299,0.197,0.278,0.394,0.672,0.300
1993,2021,한화,허관회,/player/detail/1851,-0.19,28,79,63,12,0,4,2,13,22,0,0.279,0.190,0.329,0.190,0.519,0.277
1994,2021,Hero,신준우,/player/detail/1879,-0.19,56,51,42,7,0,7,4,4,21,0,0.318,0.167,0.280,0.238,0.518,0.258
1995,2021,삼성,김호재,/player/detail/1588,-0.21,87,90,75,17,0,9,7,9,14,0,0.274,0.227,0.322,0.253,0.575,0.286
1996,2021,NC,김민수,/player/detail/1928,-0.21,7,7,7,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
1997,2021,한화,힐리,/player/detail/1865,-0.22,67,268,249,64,7,27,37,16,58,2,0.308,0.257,0.306,0.394,0.700,0.315
1998,2021,SSG,김규남,/player/detail/1944,-0.22,4,7,7,0,0,0,0,0,3,0,0.000,0.000,0.000,0.000,0.000,0.000
1999,2021,LG,신민재,/player/detail/1659,-0.23,32,27,23,3,0,8,2,4,6,2,0.176,0.130,0.259,0.130,0.389,0.217
2000,2021,한화,정민규,/player/detail/1969,-0.23,6,17,16,2,0,1,0,1,6,0,0.200,0.125,0.176,0.188,0.364,0.174
2001,2021,롯데,이주찬,/player/detail/1908,-0.23,3,8,7,0,0,0,0,0,5,0,0.000,0.000,0.000,0.000,0.000,0.000
2002,2021,LG,이성우,/player/detail/119,-0.24,36,39,33,7,0,0,2,1,8,0,0.280,0.212,0.235,0.212,0.447,0.212
2003,2021,NC,도태훈,/player/detail/1409,-0.24,77,76,66,12,1,10,9,6,14,1,0.216,0.182,0.289,0.242,0.531,0.266
2004,2021,한화,백용환,/player/detail/120,-0.24,36,95,81,12,4,10,4,9,24,0,0.151,0.148,0.258,0.309,0.567,0.268
2005,2021,한화,송호정,/player/detail/1954,-0.24,10,11,10,0,0,1,0,1,8,0,0.000,0.000,0.091,0.000,0.091,0.070
2006,2021,KT,홍현빈,/player/detail/1482,-0.25,43,12,11,2,0,8,0,0,8,0,0.667,0.182,0.182,0.182,0.364,0.167
2007,2021,LG,이주형,/player/detail/1878,-0.25,14,19,16,2,0,3,0,1,7,2,0.222,0.125,0.222,0.125,0.347,0.189
2008,2021,한화,강상원,/player/detail/1495,-0.25,35,49,37,4,0,7,2,9,11,3,0.154,0.108,0.298,0.108,0.406,0.243
2009,2021,KT,문상철,/player/detail/1287,-0.26,53,106,96,21,2,14,16,8,33,2,0.311,0.219,0.292,0.344,0.636,0.294
2010,2021,KIA,이창진,/player/detail/950,-0.26,105,293,249,52,3,35,33,36,54,5,0.251,0.209,0.308,0.285,0.593,0.287
2011,2021,NC,강진성,/player/detail/831,-0.27,124,462,406,101,7,49,38,36,68,9,0.282,0.249,0.330,0.350,0.680,0.316
